,Reactant,Charge R,Multiplicity R,Product,Charge P,Multiplicity P,X,R1,R2,R3,R4,R5,Potential,canonSMILES
582,O(C)C1=CC=C(C(C2=CC=CC=C2)([H])C(C#N)OC3=CC=CC=C3)C=C1,0,1,O(C)C1=CC=C(C(C2=CC=CC=C2)([H])C(C#N)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,C#N,O(C),C1=CC=CC=C1,[H],1.74388585,COc1ccc(C(c2ccccc2)C(C#N)Oc2ccccc2)cc1
583,O(C)C1=CC=C(C(C)([H])C(C#N)OC)C=C1,0,1,O(C)C1=CC=C(C(C)([H])C(C#N)OC)C=C1,1,2,O,C,C#N,O(C),C,[H],1.74396748,COc1ccc(C(C)C(C#N)OC)cc1
584,CCC1=CC=C(C(C2=CC=CC=C2)([H])C(C)OC3=CC=CC=C3)C=C1,0,1,CCC1=CC=C(C(C2=CC=CC=C2)([H])C(C)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,C,CC,C1=CC=CC=C1,[H],1.74494704,CCc1ccc(C(c2ccccc2)C(C)Oc2ccccc2)cc1
585,O(C)C1=CC=C(C(C)(C#N)C(OC)OC)C=C1,0,1,O(C)C1=CC=C(C(C)(C#N)C(OC)OC)C=C1,1,2,O,C,OC,O(C),C,C#N,1.74519193,COc1ccc(C(C)(C#N)C(OC)OC)cc1
586,CCC1=CC=C(C([H])(C)C(C2=CC=CC=C2)OC3=CC=CC=C3)C=C1,0,1,CCC1=CC=C(C([H])(C)C(C2=CC=CC=C2)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,C1=CC=CC=C1,CC,[H],C,1.74598102,CCc1ccc(C(C)C(Oc2ccccc2)c2ccccc2)cc1
587,C(#N)C1=CC=C(C(C)([H])C(C)OC2=CC=CC=C2)C=C1,0,1,C(#N)C1=CC=C(C(C)([H])C(C)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,C,C(#N),C,[H],1.74598102,CC(Oc1ccccc1)C(C)c1ccc(C#N)cc1
588,C(#N)C1=CC=C(C([H])(C2=CC=CC=C2)C(C)OC3=CC=CC=C3)C=C1,0,1,C(#N)C1=CC=C(C([H])(C2=CC=CC=C2)C(C)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,C,C(#N),[H],C1=CC=CC=C1,1.7475592,CC(Oc1ccccc1)C(c1ccccc1)c1ccc(C#N)cc1
589,C1=CC=CC=C1C2=CC=C(C(C3=CC=CC=C3)([H])C([H])OCOC)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C(C3=CC=CC=C3)([H])C([H])OCOC)C=C2,1,2,O,COC,[H],C1=CC=CC=C1,C1=CC=CC=C1,[H],1.74829387,COCOCC(c1ccccc1)c1ccc(-c2ccccc2)cc1
593,C1=CC=CC=C1C2=CC=C(C(C3=CC=CC=C3)(C4=CC=CC=C4)C(Br)OC5=CC=CC=C5)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C(C3=CC=CC=C3)(C4=CC=CC=C4)C(Br)OC5=CC=CC=C5)C=C2,1,2,O,C1=CC=CC=C1,Br,C1=CC=CC=C1,C1=CC=CC=C1,C1=CC=CC=C1,1.75030741,BrC(Oc1ccccc1)C(c1ccccc1)(c1ccccc1)c1ccc(-c2ccccc2)cc1
594,C(#N)C1=CC=C(C(C)(C)C(C)OC2=CC=CC=C2)C=C1,0,1,C(#N)C1=CC=C(C(C)(C)C(C)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,C,C(#N),C,C,1.75079719,CC(Oc1ccccc1)C(C)(C)c1ccc(C#N)cc1
595,C(#N)C1=CC=C(C([H])([H])C(C)OC2=CC=CC=C2)C=C1,0,1,C(#N)C1=CC=C(C([H])([H])C(C)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,C,C(#N),[H],[H],1.75134139,CC(Cc1ccc(C#N)cc1)Oc1ccccc1
596,CCC1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(C)OC4=CC=CC=C4)C=C1,0,1,CCC1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(C)OC4=CC=CC=C4)C=C1,1,2,O,C1=CC=CC=C1,C,CC,C1=CC=CC=C1,C1=CC=CC=C1,1.75142302,CCc1ccc(C(c2ccccc2)(c2ccccc2)C(C)Oc2ccccc2)cc1
597,C1=CC=CC=C1C2=CC=C(C(C3=CC=CC=C3)(C4=CC=CC=C4)C(C)OC)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C(C3=CC=CC=C3)(C4=CC=CC=C4)C(C)OC)C=C2,1,2,O,C,C,C1=CC=CC=C1,C1=CC=CC=C1,C1=CC=CC=C1,1.75169512,COC(C)C(c1ccccc1)(c1ccccc1)c1ccc(-c2ccccc2)cc1
598,[H]C1=CC=C(C([H])(C2=CC=CC=C2)C(C)OC3=CC=CC=C3)C=C1,0,1,[H]C1=CC=C(C([H])(C2=CC=CC=C2)C(C)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,C,[H],[H],C1=CC=CC=C1,1.75183117,CC(Oc1ccccc1)C(c1ccccc1)c1ccccc1
599,CCC1=CC=C(C([H])([H])C(C2=CC=CC=C2)OC3=CC=CC=C3)C=C1,0,1,CCC1=CC=C(C([H])([H])C(C2=CC=CC=C2)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,C1=CC=CC=C1,CC,[H],[H],1.75223932,CCc1ccc(CC(Oc2ccccc2)c2ccccc2)cc1
602,O(C)C1=CC=C(C([H])([H])C(Br)OC)C=C1,0,1,O(C)C1=CC=C(C([H])([H])C(Br)OC)C=C1,1,2,O,C,Br,O(C),[H],[H],1.75286515,COc1ccc(CC(Br)OC)cc1
604,O(C)C1=CC=C(C(C)([H])C(C#N)OCOC)C=C1,0,1,O(C)C1=CC=C(C(C)([H])C(C#N)OCOC)C=C1,1,2,O,COC,C#N,O(C),C,[H],1.75400797,COCOC(C#N)C(C)c1ccc(OC)cc1
605,C1=CC=CC=C1C2=CC=C(C(C3=CC=CC=C3)(C4=CC=CC=C4)C(C#N)OC5=CC=CC=C5)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C(C3=CC=CC=C3)(C4=CC=CC=C4)C(C#N)OC5=CC=CC=C5)C=C2,1,2,O,C1=CC=CC=C1,C#N,C1=CC=CC=C1,C1=CC=CC=C1,C1=CC=CC=C1,1.75441612,N#CC(Oc1ccccc1)C(c1ccccc1)(c1ccccc1)c1ccc(-c2ccccc2)cc1
606,[H]C1=CC=C(C(C)(C)C([H])OC2=CC=CC=C2)C=C1,0,1,[H]C1=CC=C(C(C)(C)C([H])OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,[H],[H],C,C,1.75493311,CC(C)(COc1ccccc1)c1ccccc1
607,CCC1=CC=C(C([H])([H])C([H])OC2=CC=CC=C2)C=C1,0,1,CCC1=CC=C(C([H])([H])C([H])OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,[H],CC,[H],[H],1.75558615,CCc1ccc(CCOc2ccccc2)cc1
609,CCC1=CC=C(C([H])([H])C(OC)OC2=CC=CC=C2)C=C1,0,1,CCC1=CC=C(C([H])([H])C(OC)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,OC,CC,[H],[H],1.75648408,CCc1ccc(CC(OC)Oc2ccccc2)cc1
611,CCC1=CC=C(C(C)(C)C([H])OC2=CC=CC=C2)C=C1,0,1,CCC1=CC=C(C(C)(C)C([H])OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,[H],CC,C,C,1.75716433,CCc1ccc(C(C)(C)COc2ccccc2)cc1
612,C1=CC=CC=C1C2=CC=C(C([H])([H])C(Br)OC)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C([H])([H])C(Br)OC)C=C2,1,2,O,C,Br,C1=CC=CC=C1,[H],[H],1.75719154,COC(Br)Cc1ccc(-c2ccccc2)cc1
613,[H]C1=CC=C(C(C)(C)C(OC)OC2=CC=CC=C2)C=C1,0,1,[H]C1=CC=C(C(C)(C)C(OC)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,OC,[H],C,C,1.75890577,COC(Oc1ccccc1)C(C)(C)c1ccccc1
614,C(OC)(=O)C1=CC=C(C(C)([H])C(C2=CC=CC=C2)OCOC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C)([H])C(C2=CC=CC=C2)OCOC)C=C1,1,2,O,COC,C1=CC=CC=C1,C(OC)(=O),C,[H],1.75912345,COCOC(c1ccccc1)C(C)c1ccc(C(=O)OC)cc1
615,C1=CC=CC=C1C2=CC=C(C([H])([H])C(OC)OC)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C([H])([H])C(OC)OC)C=C2,1,2,O,C,OC,C1=CC=CC=C1,[H],[H],1.75931392,COC(Cc1ccc(-c2ccccc2)cc1)OC
616,C(OC)(=O)C1=CC=C(C([H])(C2=CC=CC=C2)C(C3=CC=CC=C3)OC4=CC=CC=C4)C=C1,0,1,C(OC)(=O)C1=CC=C(C([H])(C2=CC=CC=C2)C(C3=CC=CC=C3)OC4=CC=CC=C4)C=C1,1,2,O,C1=CC=CC=C1,C1=CC=CC=C1,C(OC)(=O),[H],C1=CC=CC=C1,1.76075605,COC(=O)c1ccc(C(c2ccccc2)C(Oc2ccccc2)c2ccccc2)cc1
617,[N+](=O)([O-])C1=CC=C(C([H])(C)C(C)OC2=CC=CC=C2)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C([H])(C)C(C)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,C,[N+](=O)([O-]),[H],C,1.76075605,CC(Oc1ccccc1)C(C)c1ccc([N+](=O)[O-])cc1
620,[H]C1=CC=C(C(C)([H])C(C2=CC=CC=C2)OC3=CC=CC=C3)C=C1,0,1,[H]C1=CC=C(C(C)([H])C(C2=CC=CC=C2)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,C1=CC=CC=C1,[H],C,[H],1.76195329,CC(c1ccccc1)C(Oc1ccccc1)c1ccccc1
622,C(OC)(=O)C1=CC=C(C([H])(C2=CC=CC=C2)C(C)OC3=CC=CC=C3)C=C1,0,1,C(OC)(=O)C1=CC=C(C([H])(C2=CC=CC=C2)C(C)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,C,C(OC)(=O),[H],C1=CC=CC=C1,1.76317774,COC(=O)c1ccc(C(c2ccccc2)C(C)Oc2ccccc2)cc1
623,C1=CC=CC=C1C2=CC=C(C(C3=CC=CC=C3)(C)C(Br)OC)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C(C3=CC=CC=C3)(C)C(Br)OC)C=C2,1,2,O,C,Br,C1=CC=CC=C1,C1=CC=CC=C1,C,1.76344984,COC(Br)C(C)(c1ccccc1)c1ccc(-c2ccccc2)cc1
624,C1=CC=CC=C1C2=CC=C(C(C3=CC=CC=C3)([H])C(Br)OC)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C(C3=CC=CC=C3)([H])C(Br)OC)C=C2,1,2,O,C,Br,C1=CC=CC=C1,C1=CC=CC=C1,[H],1.76350426,COC(Br)C(c1ccccc1)c1ccc(-c2ccccc2)cc1
626,CCC1=CC=C(C([H])(C)C(OC)OC2=CC=CC=C2)C=C1,0,1,CCC1=CC=C(C([H])(C)C(OC)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,OC,CC,[H],C,1.76440219,CCc1ccc(C(C)C(OC)Oc2ccccc2)cc1
627,O(C)C1=CC=C(C(C#N)([H])C(C)OC2=CC=CC=C2)C=C1,0,1,O(C)C1=CC=C(C(C#N)([H])C(C)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,C,O(C),C#N,[H],1.76464708,COc1ccc(C(C#N)C(C)Oc2ccccc2)cc1
628,[H]C1=CC=C(C(C)([H])C([H])OC2=CC=CC=C2)C=C1,0,1,[H]C1=CC=C(C(C)([H])C([H])OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,[H],[H],C,[H],1.76467429,CC(COc1ccccc1)c1ccccc1
630,C(OC)(=O)C1=CC=C(C(C)(C2=CC=CC=C2)C(C)OC3=CC=CC=C3)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C)(C2=CC=CC=C2)C(C)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,C,C(OC)(=O),C,C1=CC=CC=C1,1.76608921,COC(=O)c1ccc(C(C)(c2ccccc2)C(C)Oc2ccccc2)cc1
632,C1=CC=CC=C1C2=CC=C(C(C3=CC=CC=C3)(C)C(C#N)OC)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C(C3=CC=CC=C3)(C)C(C#N)OC)C=C2,1,2,O,C,C#N,C1=CC=CC=C1,C1=CC=CC=C1,C,1.76734087,COC(C#N)C(C)(c1ccccc1)c1ccc(-c2ccccc2)cc1
633,C1=CC=CC=C1C2=CC=C(C(C)(C3=CC=CC=C3)C(Br)OCOC)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C(C)(C3=CC=CC=C3)C(Br)OCOC)C=C2,1,2,O,COC,Br,C1=CC=CC=C1,C,C1=CC=CC=C1,1.7682388,COCOC(Br)C(C)(c1ccccc1)c1ccc(-c2ccccc2)cc1
635,C1=CC=CC=C1C2=CC=C(C([H])(C)C(Br)OC)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C([H])(C)C(Br)OC)C=C2,1,2,O,C,Br,C1=CC=CC=C1,[H],C,1.76908231,COC(Br)C(C)c1ccc(-c2ccccc2)cc1
638,C(OC)(=O)C1=CC=C(C(C)(C)C(OC)OC2=CC=CC=C2)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C)(C)C(OC)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,OC,C(OC)(=O),C,C,1.76943604,COC(=O)c1ccc(C(C)(C)C(OC)Oc2ccccc2)cc1
639,C1=CC=CC=C1C2=CC=C(C(C)(C3=CC=CC=C3)C(C#N)OCOC)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C(C)(C3=CC=CC=C3)C(C#N)OCOC)C=C2,1,2,O,COC,C#N,C1=CC=CC=C1,C,C1=CC=CC=C1,1.76989861,COCOC(C#N)C(C)(c1ccccc1)c1ccc(-c2ccccc2)cc1
640,O(C)C1=CC=C(C(C#N)(C)C(C2=CC=CC=C2)OC3=CC=CC=C3)C=C1,0,1,O(C)C1=CC=C(C(C#N)(C)C(C2=CC=CC=C2)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,C1=CC=CC=C1,O(C),C#N,C,1.77027955,COc1ccc(C(C)(C#N)C(Oc2ccccc2)c2ccccc2)cc1
643,C(OC)(=O)C1=CC=C(C(C2=CC=CC=C2)([H])C(OC)OC3=CC=CC=C3)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C2=CC=CC=C2)([H])C(OC)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,OC,C(OC)(=O),C1=CC=CC=C1,[H],1.7704156000000002,COC(=O)c1ccc(C(c2ccccc2)C(OC)Oc2ccccc2)cc1
646,O(C)C1=CC=C(C(C#N)(C)C(C2=CC=CC=C2)OCOC)C=C1,0,1,O(C)C1=CC=C(C(C#N)(C)C(C2=CC=CC=C2)OCOC)C=C1,1,2,O,COC,C1=CC=CC=C1,O(C),C#N,C,1.77164005,COCOC(c1ccccc1)C(C)(C#N)c1ccc(OC)cc1
647,C1=CC=CC=C1C2=CC=C(C([H])(C3=CC=CC=C3)C(Br)OCOC)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C([H])(C3=CC=CC=C3)C(Br)OCOC)C=C2,1,2,O,COC,Br,C1=CC=CC=C1,[H],C1=CC=CC=C1,1.77202099,COCOC(Br)C(c1ccccc1)c1ccc(-c2ccccc2)cc1
648,O(C)C1=CC=C(C([H])([H])C(C#N)OC2=CC=CC=C2)C=C1,0,1,O(C)C1=CC=C(C([H])([H])C(C#N)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,C#N,O(C),[H],[H],1.77212983,COc1ccc(CC(C#N)Oc2ccccc2)cc1
649,[N+](=O)([O-])C1=CC=C(C(C)(C)C(C)OC2=CC=CC=C2)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C)(C)C(C)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,C,[N+](=O)([O-]),C,C,1.77308218,CC(Oc1ccccc1)C(C)(C)c1ccc([N+](=O)[O-])cc1
652,O(C)C1=CC=C(C([H])([H])C(Br)OC2=CC=CC=C2)C=C1,0,1,O(C)C1=CC=C(C([H])([H])C(Br)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,Br,O(C),[H],[H],1.77523177,COc1ccc(CC(Br)Oc2ccccc2)cc1
655,C(OC)(=O)C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(C)OC4=CC=CC=C4)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(C)OC4=CC=CC=C4)C=C1,1,2,O,C1=CC=CC=C1,C,C(OC)(=O),C1=CC=CC=C1,C1=CC=CC=C1,1.77629296,COC(=O)c1ccc(C(c2ccccc2)(c2ccccc2)C(C)Oc2ccccc2)cc1
656,C(OC)(=O)C1=CC=C(C([H])(C)C(C2=CC=CC=C2)OC3=CC=CC=C3)C=C1,0,1,C(OC)(=O)C1=CC=C(C([H])(C)C(C2=CC=CC=C2)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,C1=CC=CC=C1,C(OC)(=O),[H],C,1.77678274,COC(=O)c1ccc(C(C)C(Oc2ccccc2)c2ccccc2)cc1
657,[H]C1=CC=C(C(C)([H])C(OC)OC2=CC=CC=C2)C=C1,0,1,[H]C1=CC=C(C(C)([H])C(OC)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,OC,[H],C,[H],1.7772181,COC(Oc1ccccc1)C(C)c1ccccc1
658,O(C)C1=CC=C(C(C#N)([H])C(C2=CC=CC=C2)OC)C=C1,0,1,O(C)C1=CC=C(C(C#N)([H])C(C2=CC=CC=C2)OC)C=C1,1,2,O,C,C1=CC=CC=C1,O(C),C#N,[H],1.77825208,COc1ccc(C(C#N)C(OC)c2ccccc2)cc1
659,[H]C1=CC=C(C([H])([H])C([H])OC2=CC=CC=C2)C=C1,0,1,[H]C1=CC=C(C([H])([H])C([H])OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,[H],[H],[H],[H],1.77876907,c1ccc(CCOc2ccccc2)cc1
660,O(C)C1=CC=C(C(C)(C#N)C(C)OC2=CC=CC=C2)C=C1,0,1,O(C)C1=CC=C(C(C)(C#N)C(C)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,C,O(C),C,C#N,1.77876907,COc1ccc(C(C)(C#N)C(C)Oc2ccccc2)cc1
661,O(C)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(C)OC3=CC=CC=C3)C=C1,0,1,O(C)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(C)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,C,O(C),C1=CC=CC=C1,C#N,1.77887791,COc1ccc(C(C#N)(c2ccccc2)C(C)Oc2ccccc2)cc1
664,C(#N)C1=CC=C(C(C2=CC=CC=C2)(C)C(C)OC3=CC=CC=C3)C=C1,0,1,C(#N)C1=CC=C(C(C2=CC=CC=C2)(C)C(C)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,C,C(#N),C1=CC=CC=C1,C,1.78100029,CC(Oc1ccccc1)C(C)(c1ccccc1)c1ccc(C#N)cc1
665,CCC1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(C4=CC=CC=C4)OC5=CC=CC=C5)C=C1,0,1,CCC1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(C4=CC=CC=C4)OC5=CC=CC=C5)C=C1,1,2,O,C1=CC=CC=C1,C1=CC=CC=C1,CC,C1=CC=CC=C1,C1=CC=CC=C1,1.78108192,CCc1ccc(C(c2ccccc2)(c2ccccc2)C(Oc2ccccc2)c2ccccc2)cc1
666,[H]C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(C)OC4=CC=CC=C4)C=C1,0,1,[H]C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(C)OC4=CC=CC=C4)C=C1,1,2,O,C1=CC=CC=C1,C,[H],C1=CC=CC=C1,C1=CC=CC=C1,1.7821159,CC(Oc1ccccc1)C(c1ccccc1)(c1ccccc1)c1ccccc1
667,O(C)C1=CC=C(C([H])([H])C(C#N)OC)C=C1,0,1,O(C)C1=CC=C(C([H])([H])C(C#N)OC)C=C1,1,2,O,C,C#N,O(C),[H],[H],1.78241521,COc1ccc(CC(C#N)OC)cc1
671,O(C)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(OC)OC)C=C1,0,1,O(C)C1=CC=C(C(C2=CC=CC=C2)(C#N)C(OC)OC)C=C1,1,2,O,C,OC,O(C),C1=CC=CC=C1,C#N,1.78421107,COc1ccc(C(C#N)(c2ccccc2)C(OC)OC)cc1
672,[H]C1=CC=C(C([H])([H])C(C2=CC=CC=C2)OC3=CC=CC=C3)C=C1,0,1,[H]C1=CC=C(C([H])([H])C(C2=CC=CC=C2)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,C1=CC=CC=C1,[H],[H],[H],1.78461922,c1ccc(CC(Oc2ccccc2)c2ccccc2)cc1
673,C1=CC=CC=C1C2=CC=C(C(C3=CC=CC=C3)([H])C(C#N)OCOC)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C(C3=CC=CC=C3)([H])C(C#N)OCOC)C=C2,1,2,O,COC,C#N,C1=CC=CC=C1,C1=CC=CC=C1,[H],1.78475527,COCOC(C#N)C(c1ccccc1)c1ccc(-c2ccccc2)cc1
674,C(#N)C1=CC=C(C([H])(C)C([H])OC2=CC=CC=C2)C=C1,0,1,C(#N)C1=CC=C(C([H])(C)C([H])OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,[H],C(#N),[H],C,1.78486411,CC(COc1ccccc1)c1ccc(C#N)cc1
675,O(C)C1=CC=C(C([H])([H])C(C#N)OCOC)C=C1,0,1,O(C)C1=CC=C(C([H])([H])C(C#N)OCOC)C=C1,1,2,O,COC,C#N,O(C),[H],[H],1.78584367,COCOC(C#N)Cc1ccc(OC)cc1
677,C1=CC=CC=C1C2=CC=C(C([H])(C3=CC=CC=C3)C(C#N)OC4=CC=CC=C4)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C([H])(C3=CC=CC=C3)C(C#N)OC4=CC=CC=C4)C=C2,1,2,O,C1=CC=CC=C1,C#N,C1=CC=CC=C1,[H],C1=CC=CC=C1,1.78693207,N#CC(Oc1ccccc1)C(c1ccccc1)c1ccc(-c2ccccc2)cc1
678,O(C)C1=CC=C(C(C)(C#N)C(C2=CC=CC=C2)OC)C=C1,0,1,O(C)C1=CC=C(C(C)(C#N)C(C2=CC=CC=C2)OC)C=C1,1,2,O,C,C1=CC=CC=C1,O(C),C,C#N,1.78731301,COc1ccc(C(C)(C#N)C(OC)c2ccccc2)cc1
679,C(#N)C1=CC=C(C(C)(C)C([H])OC2=CC=CC=C2)C=C1,0,1,C(#N)C1=CC=C(C(C)(C)C([H])OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,[H],C(#N),C,C,1.7881021000000001,CC(C)(COc1ccccc1)c1ccc(C#N)cc1
680,C1=CC=CC=C1C2=CC=C(C(C)(C)C(C#N)OC)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C(C)(C)C(C#N)OC)C=C2,1,2,O,C,C#N,C1=CC=CC=C1,C,C,1.78815652,COC(C#N)C(C)(C)c1ccc(-c2ccccc2)cc1
682,[H]C1=CC=C(C(C2=CC=CC=C2)([H])C([H])OC3=CC=CC=C3)C=C1,0,1,[H]C1=CC=C(C(C2=CC=CC=C2)([H])C([H])OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,[H],[H],C1=CC=CC=C1,[H],1.7886463,c1ccc(OCC(c2ccccc2)c2ccccc2)cc1
684,C1=CC=CC=C1C2=CC=C(C([H])(C)C(Br)OCOC)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C([H])(C)C(Br)OCOC)C=C2,1,2,O,COC,Br,C1=CC=CC=C1,[H],C,1.78875514,COCOC(Br)C(C)c1ccc(-c2ccccc2)cc1
686,O(C)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(C)OCOC)C=C1,0,1,O(C)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(C)OCOC)C=C1,1,2,O,COC,C,O(C),C#N,C1=CC=CC=C1,1.78897282,COCOC(C)C(C#N)(c1ccccc1)c1ccc(OC)cc1
687,CCC1=CC=C(C([H])(C2=CC=CC=C2)C([H])OC3=CC=CC=C3)C=C1,0,1,CCC1=CC=C(C([H])(C2=CC=CC=C2)C([H])OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,[H],CC,[H],C1=CC=CC=C1,1.78948981,CCc1ccc(C(COc2ccccc2)c2ccccc2)cc1
689,CCC1=CC=C(C(C)(C2=CC=CC=C2)C([H])OC3=CC=CC=C3)C=C1,0,1,CCC1=CC=C(C(C)(C2=CC=CC=C2)C([H])OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,[H],CC,C,C1=CC=CC=C1,1.79022448,CCc1ccc(C(C)(COc2ccccc2)c2ccccc2)cc1
690,[H]C1=CC=C(C([H])([H])C(OC)OC2=CC=CC=C2)C=C1,0,1,[H]C1=CC=C(C([H])([H])C(OC)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,OC,[H],[H],[H],1.79033332,COC(Cc1ccccc1)Oc1ccccc1
691,O(C)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(C)OC)C=C1,0,1,O(C)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(C)OC)C=C1,1,2,O,C,C,O(C),C#N,C1=CC=CC=C1,1.79052379,COc1ccc(C(C#N)(c2ccccc2)C(C)OC)cc1
693,C(OC)(=O)C1=CC=C(C(C)(C)C([H])OC2=CC=CC=C2)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C)(C)C([H])OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,[H],C(OC)(=O),C,C,1.79221081,COC(=O)c1ccc(C(C)(C)COc2ccccc2)cc1
694,C1=CC=CC=C1C2=CC=C(C(C)(C)C(Br)OC3=CC=CC=C3)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C(C)(C)C(Br)OC3=CC=CC=C3)C=C2,1,2,O,C1=CC=CC=C1,Br,C1=CC=CC=C1,C,C,1.79251012,CC(C)(c1ccc(-c2ccccc2)cc1)C(Br)Oc1ccccc1
695,C(OC)(=O)C1=CC=C(C([H])(C)C(OC)OC2=CC=CC=C2)C=C1,0,1,C(OC)(=O)C1=CC=C(C([H])(C)C(OC)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,OC,C(OC)(=O),[H],C,1.79259175,COC(=O)c1ccc(C(C)C(OC)Oc2ccccc2)cc1
697,C1=CC=CC=C1C2=CC=C(C(C)(C)C(Br)OC)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C(C)(C)C(Br)OC)C=C2,1,2,O,C,Br,C1=CC=CC=C1,C,C,1.79291827,COC(Br)C(C)(C)c1ccc(-c2ccccc2)cc1
